School,Gender,Age,Housing_Type,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Work,Father_Work,Reason_School_Choice,Legal_Responsibility,Commute_Time,Weekly_Study_Time,Extra_Educational_Support,Parental_Educational_Support,Private_Tutoring,Extracurricular_Activities,Attended_Daycare,Desire_Graduate_Education,Has_Internet,Is_Dating,Good_Family_Relationship,Free_Time_After_School,Time_with_Friends,Alcohol_Weekdays,Alcohol_Weekends,Health_Status,School_Absence,Grade_1st_Semester,Grade_2nd_Semester
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Primary School,Lower Secondary School,Homemaker,other,Near Home,Other,15 to 30 min,Up to 2h,No,No,No,No,No,No,Yes,No,Fair,High,High,Low,High,Good,10,10,10
Gabriel Pereira,Male,17,Urban,Up to 3,Separated,Higher Education,Primary School,Services,other,Near Home,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Very High,High,Low,High,Very Good,22,11,11
Gabriel Pereira,Male,17,Urban,Up to 3,Separated,High School,Lower Secondary School,Teacher,Services,Near Home,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Good,High,High,Moderate,High,Fair,18,13,13
Gabriel Pereira,Female,18,Rural,Up to 3,Living Together,Primary School,Primary School,Homemaker,other,Reputation,Mother,15 to 30 min,More than 10h,No,Yes,No,Yes,Yes,Yes,No,No,Excellent,Low,Low,Very Low,Very Low,Fair,2,17,17
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Near Home,Mother,15 to 30 min,2 to 5h,Yes,No,No,Yes,Yes,Yes,Yes,No,Excellent,High,High,Very Low,Very Low,Good,0,12,13
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,No,Yes,Yes,No,Excellent,High,Very High,Very Low,Low,Very Good,12,12,12
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Very Low,Very Low,Very Low,Very Good,10,12,13
Gabriel Pereira,Male,17,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Reputation,Father,Up to 15 min,2 to 5h,No,No,No,No,No,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Low,Good,0,12,12
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,Homemaker,Other,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Low,Poor,0,18,18
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Primary School,Primary School,Services,Teacher,Reputation,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Very Low,Fair,0,13,13
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Lower Secondary School,Primary School,Services,Services,Reputation,Mother,Up to 15 min,5 to 10h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Low,High,Very Low,Moderate,Poor,0,14,15
Gabriel Pereira,Male,18,Urban,Up to 3,Separated,Higher Education,Higher Education,Teacher,Teacher,Reputation,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,High,Moderate,Very Low,Very Low,Poor,0,17,17
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Higher Education,Lower Secondary School,Teacher,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Low,Very Low,High,Very Good,2,15,16
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Higher Education,High School,Health,Services,Reputation,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Low,Low,Very Low,Low,Fair,0,17,18
Gabriel Pereira,Female,17,Rural,Up to 3,Living Together,High School,Primary School,Services,other,Reputation,Mother,15 to 30 min,More than 10h,No,Yes,No,No,Yes,Yes,No,No,Fair,Very Low,Low,Very Low,Very Low,Fair,0,18,19
Gabriel Pereira,Male,18,Rural,Up to 3,Living Together,High School,Lower Secondary School,Services,other,Reputation,Mother,15 to 30 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,High,Low,Very Low,Very Low,Good,0,14,15
Gabriel Pereira,Male,17,Urban,Above 3,Living Together,High School,High School,Health,other,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,Moderate,Very Low,Moderate,Very Good,0,14,15
Gabriel Pereira,Female,19,Urban,Above 3,Living Together,Higher Education,Higher Education,Health,other,Reputation,Other,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Poor,Moderate,High,Low,Moderate,Poor,2,14,13
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,Higher Education,High School,other,other,Near Home,Other,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,High,Very High,Very Low,Low,Poor,0,13,14
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Higher Education,High School,other,other,Reputation,Father,Up to 15 min,More than 10h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Very Low,Fair,0,16,17
Gabriel Pereira,Male,18,Urban,Up to 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,Yes,Very Poor,High,Low,Low,Low,Very Poor,0,18,18
Gabriel Pereira,Female,18,Urban,Up to 3,Separated,Higher Education,Higher Education,Health,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Good,Low,High,Very Low,Very Low,Good,0,14,15
Gabriel Pereira,Male,17,Urban,Up to 3,Living Together,Higher Education,Higher Education,other,Teacher,Near Home,Father,15 to 30 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Good,Very Low,Very Low,Low,Low,Very Good,0,12,13
Gabriel Pereira,Female,17,Rural,Above 3,Living Together,Higher Education,Higher Education,Services,Services,Reputation,Mother,15 to 30 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,High,Very Low,Very Low,Very Good,0,7,7
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Higher Education,Lower Secondary School,other,other,Reputation,Mother,15 to 30 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Very Low,Fair,0,16,16
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,Lower Secondary School,Health,Health,Reputation,Father,Up to 15 min,More than 10h,No,Yes,No,Yes,No,Yes,Yes,No,Excellent,Low,Low,Very Low,Low,Very Good,0,18,18
Gabriel Pereira,Male,19,Rural,Up to 3,Living Together,Lower Secondary School,Primary School,Homemaker,Services,Course Preference,Mother,15 to 30 min,5 to 10h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Very Low,Very Low,Very Low,Very Good,0,9,10
Gabriel Pereira,Male,20,Urban,Above 3,Separated,High School,Lower Secondary School,Services,other,Course Preference,Other,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,Yes,No,No,Excellent,Very High,Moderate,Very Low,Very Low,Very Good,0,14,15
Gabriel Pereira,Male,19,Rural,Above 3,Living Together,High School,High School,other,Services,Reputation,Father,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,No,Yes,Good,Very High,Moderate,Very Low,Low,Very Good,0,10,10
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Primary School,Higher Education,other,Teacher,Near Home,Mother,Up to 15 min,2 to 5h,Yes,Yes,No,No,No,Yes,No,Yes,Fair,High,High,Very Low,Low,Very Good,2,10,10
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Primary School,Services,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,Moderate,Very Low,Low,Very Poor,2,12,12
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,High School,other,other,Course Preference,Father,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Low,Very Low,Very Low,Very Low,Fair,2,11,12
Gabriel Pereira,Female,17,Rural,Above 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Good,High,High,Very Low,Very Low,Very Good,2,15,16
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Higher Education,High School,other,other,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,High,Very Low,Very Low,Very Good,2,14,15
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,Higher Education,High School,Health,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Fair,Low,High,Very Low,High,Very Poor,8,12,12
Gabriel Pereira,Female,17,Rural,Above 3,Living Together,High School,Higher Education,Homemaker,Services,Course Preference,Father,Up to 15 min,5 to 10h,No,Yes,No,Yes,No,Yes,Yes,No,Good,Moderate,High,Low,Very High,Very Good,2,15,15
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,High School,High School,Homemaker,other,Course Preference,Father,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Very Low,High,Very Low,Very Low,Fair,8,11,12
Gabriel Pereira,Male,19,Urban,Above 3,Living Together,Higher Education,Lower Secondary School,Health,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Excellent,High,High,Very Low,Very Low,Very Poor,9,11,10
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,High,Moderate,Moderate,Very Good,0,12,11
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,High School,Higher Education,other,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Excellent,High,High,Very Low,Very Low,Very Poor,4,11,12
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Higher Education,Higher Education,Health,Health,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,High,Very Low,Low,Very Good,2,14,15
Gabriel Pereira,Female,17,Urban,Above 3,Separated,Higher Education,High School,Services,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Excellent,Low,Low,Very Low,Low,Very Good,14,15,14
Gabriel Pereira,Female,17,Urban,Up to 3,Separated,High School,High School,Services,other,Near Home,Mother,Up to 15 min,2 to 5h,Yes,Yes,No,No,Yes,Yes,Yes,No,Excellent,Moderate,Moderate,Very Low,Very Low,Very Good,0,12,12
Gabriel Pereira,Female,17,Urban,Up to 3,Living Together,Lower Secondary School,Primary School,other,other,Near Home,Father,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Low,Moderate,Low,Low,Poor,2,11,12
Gabriel Pereira,Male,18,Urban,Up to 3,Living Together,Higher Education,Higher Education,other,other,Reputation,Father,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Low,Very High,Moderate,High,Very Good,2,8,9
Gabriel Pereira,Female,19,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Course Preference,Other,30 min to 1h,5 to 10h,No,No,No,Yes,Yes,No,No,Yes,Very Poor,Very High,Very High,High,Moderate,Very Good,12,10,10
Gabriel Pereira,Female,19,Urban,Up to 3,Separated,Primary School,Primary School,other,other,Course Preference,Other,30 min to 1h,2 to 5h,No,Yes,No,No,No,Yes,Yes,Yes,Excellent,Moderate,High,Very Low,Very Low,Good,2,8,8
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Very High,Low,High,Very Good,2,10,10
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,No,Yes,Good,Low,Low,Very Low,Very Low,Fair,4,14,13
Gabriel Pereira,Female,17,Rural,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Fair,Moderate,Low,Low,Low,Fair,0,11,11
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,Primary School,Services,Services,Course Preference,Father,Up to 15 min,5 to 10h,No,Yes,No,No,No,Yes,Yes,No,Fair,High,Moderate,Low,Moderate,Very Good,0,17,18
Gabriel Pereira,Female,17,Urban,Up to 3,Living Together,None,Lower Secondary School,Homemaker,Homemaker,Near Home,Father,15 to 30 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,No,Fair,Moderate,Moderate,Low,Moderate,Poor,0,14,14
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Near Home,Mother,15 to 30 min,5 to 10h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Very High,Very High,Very Low,Low,Poor,0,14,14
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Higher Education,Higher Education,other,other,Course Preference,Mother,Up to 15 min,5 to 10h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Moderate,Low,Low,Fair,0,13,14
Gabriel Pereira,Male,17,Urban,Above 3,Living Together,High School,High School,other,Services,Reputation,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,No,Yes,Yes,No,Good,Moderate,Very High,Moderate,Very High,Very Good,0,17,18
Gabriel Pereira,Male,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,other,Course Preference,Mother,More than 1h,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,Very High,Very High,Very High,Good,2,11,10
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Services,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,High,High,Very Low,Moderate,Good,0,13,12
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Course Preference,Mother,15 to 30 min,5 to 10h,No,Yes,No,No,No,Yes,Yes,Yes,Good,Moderate,Moderate,Very Low,Low,Good,4,15,14
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,High School,Homemaker,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Good,Low,Very High,Low,Very High,Very Good,2,11,12
Gabriel Pereira,Male,18,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,More than 10h,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Good,Very High,Very High,Low,High,Very Good,0,11,11
Gabriel Pereira,Male,19,Rural,Above 3,Living Together,High School,Lower Secondary School,Homemaker,Services,Near Home,Other,Up to 15 min,Up to 2h,No,Yes,No,No,No,Yes,No,Yes,Excellent,Moderate,High,Low,Low,Very Good,0,11,10
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,other,Course Preference,Mother,More than 1h,2 to 5h,No,No,No,Yes,Yes,Yes,No,Yes,Good,Low,Very High,Very Low,Very Low,Poor,2,10,9
Gabriel Pereira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Higher Education,Homemaker,other,Course Preference,Father,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,High,Moderate,Very Low,Very Low,Very Good,0,15,15
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Reputation,Mother,Up to 15 min,Up to 2h,No,No,No,No,No,Yes,Yes,No,Excellent,High,Low,Very Low,Low,Very Good,6,15,14
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,High School,High School,Services,Services,Near Home,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,High,Very Low,Very Low,Good,8,10,11
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Near Home,Other,Up to 15 min,2 to 5h,No,No,No,Yes,No,Yes,Yes,Yes,Good,Moderate,Moderate,Very Low,Very Low,Poor,0,10,9
Gabriel Pereira,Female,18,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,other,Course Preference,Mother,15 to 30 min,More than 10h,No,No,No,Yes,Yes,Yes,No,No,Good,High,High,Very Low,Very Low,Good,6,14,13
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,Higher Education,Services,other,Course Preference,Mother,Up to 15 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,No,Good,High,Very High,Very Low,Moderate,Very Good,8,11,13
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,Lower Secondary School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Moderate,Low,Low,Moderate,Poor,0,12,13
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,High School,High School,Services,Services,Near Home,Mother,Up to 15 min,More than 10h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,Moderate,Moderate,Very Low,Very Low,Very Poor,4,14,14
Gabriel Pereira,Female,17,Rural,Above 3,Separated,High School,Lower Secondary School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Low,Moderate,Poor,0,14,14
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Services,Near Home,Father,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Moderate,Low,Low,Poor,0,12,12
Gabriel Pereira,Male,18,Urban,Up to 3,Living Together,High School,Higher Education,Services,other,Near Home,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Moderate,Very Low,Moderate,Very Good,6,16,16
Gabriel Pereira,Female,17,Urban,Above 3,Separated,Lower Secondary School,Lower Secondary School,Homemaker,Homemaker,Near Home,Father,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Fair,Moderate,Very Low,Very Low,Low,Good,18,10,12
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,High School,Homemaker,other,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Low,Fair,0,11,12
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,High School,Lower Secondary School,other,Services,Other,Mother,Up to 15 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,Yes,Excellent,High,Moderate,Low,Moderate,Very Poor,4,14,16
Gabriel Pereira,Male,18,Rural,Above 3,Living Together,Higher Education,High School,Teacher,Services,Course Preference,Mother,Up to 15 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,Yes,Excellent,Moderate,Low,Very Low,Low,Good,4,15,14
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Higher Education,High School,Teacher,other,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,Yes,Excellent,High,Very High,Low,Moderate,Very Good,0,14,13
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Higher Education,High School,Health,other,Reputation,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,High,Moderate,Very Low,Moderate,Good,0,11,12
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Primary School,Services,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,High,Low,Low,Very Poor,10,12,15
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Primary School,Services,other,Reputation,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Very High,Low,High,Good,4,12,16
Gabriel Pereira,Female,19,Urban,Up to 3,Separated,Lower Secondary School,High School,Homemaker,other,Near Home,Other,15 to 30 min,Up to 2h,No,No,No,No,Yes,No,Yes,No,Poor,Low,Moderate,Moderate,High,Very Good,16,10,11
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,Primary School,other,Homemaker,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Good,Very Low,Low,Very Low,Very Low,Fair,6,10,13
Gabriel Pereira,Female,21,Urban,Up to 3,Living Together,Higher Education,Higher Education,other,other,Reputation,Other,Up to 15 min,5 to 10h,No,No,Yes,Yes,Yes,Yes,Yes,No,Fair,Moderate,Low,Very Low,Very Low,Very Good,0,9,12
Gabriel Pereira,Male,18,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Reputation,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,No,No,Yes,No,Good,High,High,Very Low,Moderate,Fair,11,9,11
Gabriel Pereira,Male,18,Urban,Up to 3,Separated,High School,Higher Education,other,other,Reputation,Other,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Very High,Very Low,High,Poor,9,13,14
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Reputation,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,High,Very Low,Moderate,Good,0,13,17
Gabriel Pereira,Male,17,Urban,Up to 3,Separated,Higher Education,Higher Education,Health,other,Reputation,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,Low,Very Low,Low,Good,2,12,15
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,Higher Education,Lower Secondary School,Teacher,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Low,Low,Very Low,Very Low,Fair,0,14,17
Gabriel Pereira,Male,21,Rural,Up to 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Other,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,No,Yes,Yes,Excellent,Moderate,Moderate,Very High,Low,Good,21,9,10
Gabriel Pereira,Female,20,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Reputation,Other,15 to 30 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,Yes,Fair,Low,Low,Very Low,Moderate,Fair,8,11,15
Gabriel Pereira,Female,19,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,other,Near Home,Other,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,Yes,Fair,Low,Very High,High,High,Very Good,5,9,10
Gabriel Pereira,Male,17,Urban,Up to 3,Separated,High School,Lower Secondary School,other,other,Reputation,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,High,Very Low,Low,Very Good,10,16,18
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,High School,Lower Secondary School,Homemaker,other,Reputation,Father,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Moderate,High,Very Low,Low,Poor,5,14,17
Gabriel Pereira,Male,18,Rural,Above 3,Living Together,Lower Secondary School,High School,other,Services,Reputation,Father,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Fair,Very Low,Moderate,High,Very High,Good,13,13,14
Gabriel Pereira,Male,19,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Reputation,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Excellent,Moderate,High,Very Low,High,Good,10,7,11
Gabriel Pereira,Female,18,Urban,Up to 3,Separated,Lower Secondary School,Lower Secondary School,Services,other,Reputation,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Very Low,High,Very Low,Moderate,Good,10,14,17
Gabriel Pereira,Female,20,Urban,Above 3,Living Together,Primary School,None,other,other,Reputation,Mother,15 to 30 min,Up to 2h,Yes,No,No,No,Yes,Yes,Yes,Yes,Excellent,Moderate,Very Low,Very Low,Very Low,Very Good,5,8,10
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,High School,Lower Secondary School,Services,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,No,Yes,Yes,Yes,Fair,Very Low,Low,Very Low,Low,Very Poor,4,10,13
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Primary School,High School,Homemaker,other,Other,Father,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,No,Yes,Yes,Good,Moderate,Moderate,Very Low,Moderate,Very Good,11,10,11
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,High,High,Very Low,Very Low,Very Good,0,12,12
Mousinho da Silveira,Female,15,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,Services,Other,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,No,Yes,Good,Very Low,Moderate,Very Low,Very Low,Poor,6,10,10
Mousinho da Silveira,Female,15,Rural,Above 3,Living Together,High School,High School,Homemaker,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,High,High,Low,Moderate,Very Good,4,10,10
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,High School,Homemaker,Services,Course Preference,Mother,15 to 30 min,2 to 5h,No,No,No,No,Yes,Yes,No,No,Good,Very High,Low,Very Low,Low,Very Good,0,16,17
Mousinho da Silveira,Female,15,Rural,Up to 3,Living Together,Lower Secondary School,Primary School,Homemaker,other,Near Home,Mother,15 to 30 min,Up to 2h,No,No,No,No,Yes,No,No,No,Very Poor,Moderate,High,Very Low,Very Low,Very Poor,0,6,8
Mousinho da Silveira,Male,16,Rural,Up to 3,Separated,Higher Education,Higher Education,Homemaker,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,No,No,Excellent,Moderate,Low,Very Low,Moderate,Poor,5,10,11
Mousinho da Silveira,Male,16,Urban,Above 3,Separated,Primary School,Lower Secondary School,other,other,Other,Mother,Up to 15 min,5 to 10h,Yes,No,No,No,Yes,Yes,Yes,No,Good,High,Moderate,Very Low,Very Low,Very Good,0,10,11
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,High School,Lower Secondary School,Homemaker,other,Course Preference,Father,Up to 15 min,2 to 5h,No,No,No,No,Yes,Yes,No,Yes,Good,Very High,High,Very Low,Low,Very Good,0,10,10
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Other,Father,Up to 15 min,Up to 2h,No,Yes,No,No,No,No,Yes,No,Excellent,High,High,Low,Low,Very Good,0,6,6
